symbol,publishedDate,title,image,site,text,url
ORLY,2025-06-10 03:51:00,"Wall Street's Biggest Stock Split of the Year Has Arrived -- and This 57,000%-Gainer Can Head Significantly Higher",https://images.financialmodelingprep.com/news/wall-streets-biggest-stock-split-of-the-year-has-20250610.jpg,fool.com,"For more than two years, artificial intelligence (AI) has been the buzziest trend on Wall Street. The seemingly limitless ceiling associated with AI-driven software and systems has encouraged investors to pile into AI-fueled tech stocks.",https://www.fool.com/investing/2025/06/10/wall-st-biggest-stock-split-arrived-57000-gainer/
ORLY,2025-06-06 09:45:00,Is O'Reilly Automotive Stock a Buy After Its 15-for-1 Stock Split?,https://images.financialmodelingprep.com/news/is-oreilly-automotive-stock-a-buy-after-its-15for1-20250606.jpg,fool.com,"If you showed me a picture of O'Reilly Automotive 's (ORLY 0.71%) stock performance since its initial public offering (IPO) in 1993, I would assume I was looking at a disruptive tech stock instead of an auto parts retailer. With shares up roughly 57,000% since launch, the company has delivered life-changing long-term returns to its early shareholders.",https://www.fool.com/investing/2025/06/06/is-oreilly-automotive-stock-a-buy-after-its-15-for/
ORLY,2025-06-04 04:00:00,"Tariffs Aren't O'Reilly's Biggest Problem, This Is",https://images.financialmodelingprep.com/news/tariffs-arent-oreillys-biggest-problem-this-is-20250604.jpg,fool.com,"O'Reilly Automotive (ORLY 0.14%) is a fast-growing auto parts retailer. The stock is fast-growing as well, and its price is up over 41% over the past 12 months, trouncing the 13% or so gain of the S&P 500 over that span.",https://www.fool.com/investing/2025/06/04/tariff-oreilly-biggest-problem-employee-cost/
ORLY,2025-06-02 03:51:00,"Wall Street's Biggest Stock-Split Stock of 2025 -- a Company Whose Shares Have Gained 57,000% Since Its IPO -- Is a No-Brainer Buy in June",https://images.financialmodelingprep.com/news/wall-streets-biggest-stocksplit-stock-of-2025-a-company-20250602.jpg,fool.com,"For the better part of the last three decades, investors have had a next-big-thing technology or innovation to captivate their attention, and their money. Over the last two-plus years, the evolution of artificial intelligence (AI) has been Wall Street's hottest trend.",https://www.fool.com/investing/2025/06/02/wall-st-stock-split-stock-up-57000-no-brainer-buy/
ORLY,2025-05-28 18:41:00,"Could Investing $10,000 in O'Reilly Automotive Make You a Millionaire?",https://images.financialmodelingprep.com/news/could-investing-10000-in-oreilly-automotive-make-you-a-20250528.jpg,fool.com,"O'Reilly Automotive (ORLY -0.35%) operates a fairly boring business selling auto parts to consumers and commercial customers. And yet a $10,000 investment in the retailer at the turn of the century would now be worth over $1.2 million.",https://www.fool.com/investing/2025/05/28/could-investing-10000-in-oreilly-automotive-make-y/
ORLY,2025-05-27 03:51:00,Wall Street's Biggest Stock-Split Stock of 2025 Is All Systems Go 2 Weeks From Today,https://images.financialmodelingprep.com/news/wall-streets-biggest-stocksplit-stock-of-2025-is-all-20250527.jpg,fool.com,"Nothing has captivated the attention of investors more over the last two years than the rise of artificial intelligence (AI). The potential for this game-changing technology to add $15.7 trillion to the global economy by 2030, based on estimates from PwC, suggests a broad swath of AI-hardware and applications companies are going to benefit.",https://www.fool.com/investing/2025/05/27/wall-street-biggest-stock-split-stock-2025-2-weeks/
ORLY,2025-05-23 12:36:44,Why Is O'Reilly Automotive (ORLY) Up 0.9% Since Last Earnings Report?,https://images.financialmodelingprep.com/news/why-is-oreilly-automotive-orly-up-09-since-last-20250523.jpg,zacks.com,O'Reilly Automotive (ORLY) reported earnings 30 days ago. What's next for the stock?,https://www.zacks.com/stock/news/2476782/why-is-o-reilly-automotive-orly-up-0-9-since-last-earnings-report?cid=CS-STOCKNEWSAPI-FT-realtime_blog-2476782
ORLY,2025-05-17 08:35:04,2025's First Big Stock Split Isn't the One You Expected,https://images.financialmodelingprep.com/news/2025s-first-big-stock-split-isnt-the-one-you-20250517.jpg,247wallst.com,"O'Reilly is getting ready to split 15-to-1 this June. The stock looks pricey, but the split could spark major action in the name.",https://247wallst.com/investing/2025/05/17/2025s-first-big-stock-split-isnt-the-one-you-expected/
ORLY,2025-05-17 04:10:00,Is O'Reilly Automotive Worth Buying? This Surprising Q1 Revelation Can Help You Decide.,https://images.financialmodelingprep.com/news/is-oreilly-automotive-worth-buying-this-surprising-q1-revelation-20250517.jpg,fool.com,"O'Reilly Automotive (ORLY 0.88%) had a decent fiscal 2025 first quarter when you look at its overall results. But when you actually dig into the earnings release a little bit, you see that there's more here than meets the eye.",https://www.fool.com/investing/2025/05/17/oreilly-automotive-stock-worth-buying-surprising/
ORLY,2025-05-13 08:30:00,1 Unstoppable Stock That Keeps Crushing the Market: Should You Buy It in May and Hold Forever?,https://images.financialmodelingprep.com/news/1-unstoppable-stock-that-keeps-crushing-the-market-should-20250513.jpg,fool.com,Investors looking to find businesses that can outperform the S&P 500 index over the long term should look at those that have done just that historically. The thinking is that companies that have performed well in the past are likely in a good position to continue doing so.,https://www.fool.com/investing/2025/05/13/unstoppable-stock-crush-market-buy-hold-forever/
